paradero;servicio;distancia
PC537;C06RPM;-1
PC538;C06RPM;-1
PC539;C06RPM;-1
PC540;C06RPM;-1
PC521;C06RPM;-1
PC522;C06RPM;-1
PC1124;C06RPM;-1
PC1109;C06RPM;-1
PC523;C06RPM;-1
PC524;C06RPM;-1
PC525;C06RPM;-1
PC526;C06RPM;-1
PC527;C06RPM;-1
PC528;C06RPM;-1
PC1143;C06RPM;-1
PC529;C06RPM;-1
PC307;C06RPM;-1
PC308;C06RPM;-1
PC452;C06RPM;-1
PC666;C06RPM;-1
PC667;C06RPM;-1
PC1118;C07I;0
PC740;C07I;0
PC741;C07I;441
PC742;C07I;1164
PC744;C07I;1789
PC745;C07I;2731
PC746;C07I;2919
PC747;C07I;3251
PC748;C07I;3645
PC750;C07I;3895
PC751;C07I;4175
PC1035;C07I;4487
PC102;C07I;4741
PC103;C07I;5531
PC104;C07I;5938
PC105;C07I;6270
PC752;C07I;6653
PC106;C07I;7036
PC107;C07I;7256
PC108;C07I;7744
PC109;C07I;8186
PC110;C07I;8457
PC111;C07I;8864
PC112;C07I;9314
PC485;C07I;9727
PC486;C07I;10124
PC487;C07I;10352
PC618;C07I;10808
PC741;C07IPM;-1
PC742;C07IPM;-1
PC744;C07IPM;-1
PC745;C07IPM;-1
PC746;C07IPM;-1
PC747;C07IPM;-1
PC748;C07IPM;-1
PC750;C07IPM;-1
PC751;C07IPM;-1
PC1035;C07IPM;-1
PC102;C07IPM;-1
PC103;C07IPM;-1
PC104;C07IPM;-1
PC105;C07IPM;-1
PC752;C07IPM;-1
PC106;C07IPM;-1
PC107;C07IPM;-1
PC108;C07IPM;-1
PC109;C07IPM;-1
PC110;C07IPM;-1
PC111;C07IPM;-1
PC112;C07IPM;-1
PC485;C07IPM;-1
PC486;C07IPM;-1
PC487;C07IPM;-1
PC618;C07IPM;-1
PC618;C07R;0
PD476;C07R;464
PD477;C07R;564
PD478;C07R;1817
PD224;C07R;2218
PC89;C07R;2877
PC90;C07R;3108
PC91;C07R;3289
PC92;C07R;3819
PC93;C07R;4302
PC94;C07R;4521
PC95;C07R;4765
PC96;C07R;5625
PC97;C07R;5952
PC98;C07R;6249
PC99;C07R;6833
PC100;C07R;6952
PC753;C07R;7483
PC754;C07R;7638
PC755;C07R;7872
PC756;C07R;8286
PC757;C07R;8680
PC758;C07R;8930
PC759;C07R;9401
PC760;C07R;9906
PC761;C07R;10094
PC762;C07R;10607
PC763;C07R;11355
PC764;C07R;11726
PC1120;C07R;11776
PC1119;C07R;11776
PC618;C07RPM;-1
PC582;C07RPM;-1
PC583;C07RPM;-1
PC584;C07RPM;-1
PC79;C07RPM;-1
PC80;C07RPM;-1
PD224;C07RPM;-1
PC89;C07RPM;-1
PC90;C07RPM;-1
PC91;C07RPM;-1
PC92;C07RPM;-1
PC93;C07RPM;-1
PC94;C07RPM;-1
PC95;C07RPM;-1
PC96;C07RPM;-1
PC97;C07RPM;-1
PC98;C07RPM;-1
PC99;C07RPM;-1
PC100;C07RPM;-1
PC753;C07RPM;-1
PC754;C07RPM;-1
PC755;C07RPM;-1
PC756;C07RPM;-1
PC757;C07RPM;-1
PC758;C07RPM;-1
PC759;C07RPM;-1
PC760;C07RPM;-1
PC761;C07RPM;-1
PC762;C07RPM;-1
PC763;C07RPM;-1
PC764;C07RPM;-1
PC765;C08I;260
PC766;C08I;636
PC767;C08I;920
PC768;C08I;1330
PC769;C08I;1901
PC770;C08I;2147
PC771;C08I;2395
PC772;C08I;2597
PC773;C08I;2909
PC774;C08I;3399
PC941;C08I;3906
PC775;C08I;4459
PC776;C08I;4683
PC777;C08I;5331
PC778;C08I;5980
PC779;C08I;6232
PC780;C08I;6714
PC781;C08I;7101
PC782;C08I;7343
PC1123;C08I;8111
PC616;C08I;8517
-;C08R;257
PC423;C08R;417
PC424;C08R;905
PC425;C08R;1406
PC426;C08R;1694
PC427;C08R;2138
PC428;C08R;2508
PC786;C08R;3092
PC787;C08R;3441
PC1069;C08R;3778
PC788;C08R;4126
PC789;C08R;4548
PC790;C08R;4864
PC791;C08R;5361
PC792;C08R;5730
PC793;C08R;6059
PC371;C08R;6369
PC794;C08R;6680
PC795;C08R;6940
PC796;C08R;7326
PC797;C08R;7606
PC798;C08R;8053
PC799;C09I;477
PC800;C09I;717
PC801;C09I;1508
PC802;C09I;1677
PC803;C09I;2052
PC804;C09I;2361
PC805;C09I;2641
PC806;C09I;3057
PC779;C09I;3287
PC780;C09I;3769
PC781;C09I;4155
PC782;C09I;4397
PC1123;C09I;5165
PC807;C09I;5746
PC808;C09I;6163
PC809;C09I;6357
PC810;C09I;6598
PC811;C09I;7162
PC812;C09I;7119
PC813;C09I;7674
PC814;C09I;7915
PC815;C09I;8204
PC816;C09I;8693
PC817;C09I;9124
PC407;C09I;9539
PC622;C09I;9710
PC623;C09I;10084
PC818;C09I;10514
PC819;C09I;10677
PC820;C09I;10905
PC821;C09I;11088
PC822;C09I;11533
PC823;C09I;12078
PC824;C09I;12559
PC825;C09I;12641
PC826;C09I;12896
PC478;C09I;13187
PC541;C09I;13340
PC311;C09I;13625
PC312;C09I;13836
PC313;C09I;14119
PC172;C09I;14461
PC1020;C09I;14695
PC662;C09I;14977
PC663;C09I;15299
PC664;C09I;15685
PC665;C09I;16188
PC1061;C09I;16473
PC448;C09I;16665
PC449;C09I;16924
PC450;C09I;17101
PC451;C09I;17302
PC666;C09I;17483
PC667;C09I;17649
PC668;C09R;183
PC669;C09R;424
PC670;C09R;791
PC671;C09R;863
PC672;C09R;1020
PC673;C09R;1174
PC674;C09R;1310
PC675;C09R;1534
PC676;C09R;1773
PC677;C09R;2022
PC678;C09R;2410
PC1134;C09R;2661
PC679;C09R;2842
PC1139;C09R;3075
PC1138;C09R;3269
PC302;C09R;3686
PC303;C09R;3867
PC304;C09R;4117
PC305;C09R;4357
PC306;C09R;4606
PC1115;C09R;5134
PC829;C09R;5635
PC830;C09R;6052
PC831;C09R;6400
PC832;C09R;6639
PC833;C09R;6788
PC834;C09R;7117
PC835;C09R;7283
PC634;C09R;7634
PC635;C09R;7968
PC636;C09R;8171
PC637;C09R;8562
PC836;C09R;9016
PC837;C09R;9437
PC838;C09R;9975
PC811;C09R;10588
PC840;C09R;11197
PC841;C09R;11402
PC842;C09R;11612
PC843;C09R;11957
PC844;C09R;12161
PC423;C09R;12420
PC424;C09R;12910
PC425;C09R;13411
PC426;C09R;13699
PC427;C09R;14142
PC428;C09R;14513
PC845;C09R;14801
PC846;C09R;15114
PC847;C09R;15399
PC848;C09R;15904
PC849;C09R;16120
PC850;C09R;16326
PC851;C09R;17148
PC1220;C10eI;0
PC1063;C10eI;12152
PC1040;C10eI;12487
PC939;C10eI;12684
PC941;C10eI;13382
PC790;C10eI;13680
PC791;C10eI;14177
PC792;C10eI;14545
PC793;C10eI;14875
PC371;C10eI;15185
PC911;C10eI;15780
PC912;C10eI;16175
PC1110;C10eI;16460
PC913;C10eI;16652
PC914;C10eI;17107
PC1102;C10eI;17991
PC1100;C10eI;18992
PC1097;C10eI;20391
PC1098;C10eR;25
PC1099;C10eR;1307
PC1101;C10eR;2341
PC907;C10eR;3166
PC908;C10eR;3605
PC909;C10eR;4102
PC910;C10eR;4431
PC1094;C10eR;4975
PC769;C10eR;5125
PC770;C10eR;5371
PC771;C10eR;5619
PC772;C10eR;5820
PC773;C10eR;6132
PC774;C10eR;6624
PC942;C10eR;6977
PC943;C10eR;7406
PC1071;C10eR;8080
PC1220;C10eR;19847
PC876;C11I;504
PC58;C11I;945
PC59;C11I;1219
PC60;C11I;1537
PC321;C11I;2161
PC322;C11I;2435
PC323;C11I;2880
PC99;C11I;3814
PC877;C11I;4035
PC878;C11I;4483
PC879;C11I;4746
PC880;C11I;5078
PC881;C11I;5489
PC882;C11I;5779
PC883;C11I;6091
PC885;C11I;6422
PC886;C11I;6819
PC887;C11I;7296
PC888;C11I;7484
PC234;C11I;7685
PC235;C11I;7928
PC329;C11I;8426
PC330;C11I;8840
PC331;C11I;9173
PC331;C11R;8
PC680;C11R;211
PC896;C11R;669
PC897;C11R;967
PC898;C11R;1270
PC899;C11R;1720
PC900;C11R;1960
PC901;C11R;2421
PC902;C11R;3371
PC903;C11R;3737
PC904;C11R;4084
PC905;C11R;4461
PC965;C11R;4952
PC72;C11R;5258
PC73;C11R;5634
PC906;C11R;5924
PC1098;C12I;25
PC1099;C12I;1307
PC1101;C12I;2343
PC907;C12I;3169
PC908;C12I;3608
PC909;C12I;4107
PC910;C12I;4439
PC1094;C12I;4983
PC769;C12I;5132
PC770;C12I;5378
PC771;C12I;5626
PC772;C12I;5827
PC773;C12I;6139
PC774;C12I;6630
PC941;C12I;7130
PC775;C12I;7683
PC776;C12I;7907
PC777;C12I;8554
PC778;C12I;9203
PC779;C12I;9456
PC780;C12I;9938
PC781;C12I;10325
PC782;C12I;10566
PC1123;C12I;11335
PC616;C12I;11741
-;C12R;257
PC423;C12R;417
PC424;C12R;905
PC426;C12R;1694
PC427;C12R;2138
PC428;C12R;2508
PC786;C12R;3092
PC787;C12R;3441
PC1069;C12R;3778
PC788;C12R;4126
PC789;C12R;4548
PC790;C12R;4864
PC791;C12R;5361
PC792;C12R;5730
PC793;C12R;6059
PC371;C12R;6369
PC911;C12R;6966
PC912;C12R;7363
PC1110;C12R;7648
PC913;C12R;7840
PC914;C12R;8295
PC1102;C12R;9182
PC1100;C12R;10184
PC1097;C12R;11583
-;C13I;257
PC423;C13I;417
PC424;C13I;905
PC425;C13I;1406
PC852;C13I;1611
PC853;C13I;2052
PC588;C13I;2275
PC589;C13I;2504
PC590;C13I;3172
PC854;C13I;3342
PC855;C13I;3795
PC915;C13I;4162
PC916;C13I;4618
PC917;C13R;184
PC918;C13R;593
PC919;C13R;1051
PC920;C13R;1333
PC921;C13R;2157
PC922;C13R;2362
PC923;C13R;2745
PC924;C13R;2997
PC925;C13R;3364
PC873;C13R;3851
PC874;C13R;4127
PC875;C13R;4300
PC437;C13R;4729
PC438;C13R;4939
PC439;C13R;5182
PC440;C13R;5398
PC364;C13R;5697
PC365;C13R;5959
PC1123;C13R;6756
PC616;C13R;7162
PC617;C14I;31
PC926;C14I;210
PC927;C14I;510
PC928;C14I;723
PC929;C14I;1006
PC930;C14I;1352
PC931;C14I;1485
PC932;C14I;1673
PC933;C14I;2052
PC97;C14I;2217
PC98;C14I;2514
PC99;C14I;3096
PC100;C14I;3216
PC934;C14I;3869
PC935;C14I;4153
PC936;C14I;4538
PC938;C14I;4886
PC1077;C14I;5332
PC1076;C14I;5862
PC1063;C14I;10184
PC1040;C14I;10519
PC939;C14I;10716
PC941;C14I;11414
PC790;C14I;11712
PC791;C14I;12209
PC792;C14I;12577
PC793;C14I;12907
PC371;C14I;13217
PC911;C14I;13812
PC912;C14I;14207
PC1110;C14I;14492
PC913;C14I;14684
PC914;C14I;15139
PC907;C14R;142
PC908;C14R;581
PC909;C14R;1080
PC910;C14R;1410
PC1094;C14R;1954
PC769;C14R;2103
PC770;C14R;2349
PC771;C14R;2597
PC772;C14R;2798
PC773;C14R;3110
PC774;C14R;3600
PC942;C14R;3954
PC943;C14R;4382
PC1071;C14R;5055
PC1078;C14R;8623
PC1075;C14R;9186
PC1074;C14R;9375
PC944;C14R;9915
PC945;C14R;10253
PC946;C14R;10499
PC1021;C14R;10792
PC1035;C14R;11354
PC102;C14R;11607
PC103;C14R;12397
PC949;C14R;12995
PC950;C14R;13298
PC951;C14R;13520
PC620;C14R;13882
PC180;C14R;14042
PC181;C14R;14288
PC617;C14R;14612
PC876;C15I;504
PC58;C15I;945
PC59;C15I;1218
PC60;C15I;1536
PC321;C15I;2161
PC322;C15I;2434
PC323;C15I;2879
PC324;C15I;3610
PC325;C15I;3847
PC326;C15I;4158
PC327;C15I;4975
PC328;C15I;5251
PC1053;C15I;5868
PC285;C15I;6324
PC1052;C15I;6549
PC1055;C15I;7046
PC1056;C15I;7491
PC1054;C15I;7717
PC891;C15I;7830
PC891;C15R;271
PC331;C15R;1905
PC332;C15R;2454
PC333;C15R;2855
PC334;C15R;3321
PC335;C15R;3576
PC336;C15R;4536
PC337;C15R;4828
PC952;C15R;5108
PC953;C15R;5428
PC1018;C15R;5797
PC70;C15R;6080
PC71;C15R;6428
PC72;C15R;6799
PC73;C15R;7175
PC906;C15R;7465
PC453;C16I;505
PC1046;C16I;796
PC674;C16I;1220
PC675;C16I;1443
PC676;C16I;1681
PC677;C16I;1931
PC678;C16I;2321
PC1134;C16I;2570
PC679;C16I;2752
PC173;C16I;2949
PC1068;C16I;3134
PC139;C16I;3587
PC140;C16I;3991
PC141;C16I;4483
PC142;C16I;4754
PC285;C16I;5143
PC286;C16I;5555
PC287;C16I;5826
PC236;C16I;6292
PC237;C16I;6563
PC239;C16I;7200
PC288;C16I;7493
PC289;C16I;8010
PC844;C16I;8385
PC423;C16I;8618
PC424;C16I;9106
PC425;C16I;9607
PC852;C16I;9812
PC853;C16I;10253
PC588;C16I;10476
PC589;C16I;10705
PC590;C16I;11373
PC854;C16I;11543
PC855;C16I;11997
PC856;C16I;12271
PC857;C16I;12578
PC858;C16I;12913
PC859;C16I;13239
PC860;C16I;13606
PC861;C16I;13944
PC862;C16I;14478
PC863;C16I;14960
-;C16I;0
PC864;C16I;15640
PC1043;C16R;142
PC1042;C16R;497
PC865;C16R;721
PC866;C16R;1070
PC867;C16R;1711
PC868;C16R;2024
PC869;C16R;2371
PC870;C16R;2737
PC871;C16R;3005
PC872;C16R;3413
PC873;C16R;3788
PC874;C16R;4065
PC875;C16R;4237
PC437;C16R;4666
PC438;C16R;4876
PC439;C16R;5119
PC440;C16R;5335
PC364;C16R;5635
PC365;C16R;5896
PC1123;C16R;6693
PC616;C16R;7193
PC291;C16R;7519
PC292;C16R;7728
PC240;C16R;8260
PC241;C16R;8580
PC242;C16R;8795
PC235;C16R;9522
PC329;C16R;10020
PC330;C16R;10434
PC660;C16R;11144
PC661;C16R;11426
PC117;C16R;11708
PC118;C16R;12180
PC119;C16R;12378
PC120;C16R;12609
PC1067;C16R;13132
PC662;C16R;13540
PC663;C16R;13861
PC664;C16R;14249
PC665;C16R;14752
PC1061;C16R;15037
PC448;C16R;15229
PC449;C16R;15488
PC451;C16R;15866
PC666;C16R;16047
PC602;C17I;378
PC1113;C17I;757
PC594;C17I;965
PC1114;C17I;1218
PC595;C17I;1379
PC596;C17I;1631
PC597;C17I;1748
PC603;C17I;1982
PC604;C17I;2103
PC605;C17I;2338
-;C17I;1097
PC619;C17I;2790
PC971;C17I;3103
PC972;C17I;3418
PC954;C17I;3776
PC955;C17I;3976
PC956;C17I;4215
PC786;C17I;4479
PC787;C17I;4829
PC1069;C17I;5166
PC788;C17I;5514
PC789;C17I;5936
PC790;C17I;6252
PC791;C17I;6749
PC792;C17I;7117
PC793;C17I;7447
PC371;C17I;7757
PC911;C17I;8353
PC912;C17I;8747
PC1110;C17I;9032
PC913;C17I;9224
PC914;C17I;9679
PC907;C17R;142
PC908;C17R;581
PC909;C17R;1080
PC910;C17R;1410
PC1094;C17R;1954
PC769;C17R;2103
PC770;C17R;2349
PC771;C17R;2597
PC772;C17R;2798
PC773;C17R;3110
PC774;C17R;3600
PC941;C17R;4107
PC775;C17R;4660
PC776;C17R;4884
PC777;C17R;5532
PC778;C17R;6180
PC429;C17R;6436
PC430;C17R;6734
PC431;C17R;6992
PC966;C17R;7299
PC434;C17R;7687
-;C17R;3936
PC591;C17R;8161
PC592;C17R;8455
PC593;C17R;8833
PC1113;C17R;9054
PC594;C17R;9262
PC1114;C17R;9515
PC595;C17R;9676
PC596;C17R;9927
PC599;C17R;10364
PC57;C18I;557
PC58;C18I;945
PC59;C18I;1219
PC60;C18I;1536
PC61;C18I;1908
PC62;C18I;2311
PC1073;C18I;2718
PC64;C18I;2924
PC65;C18I;3270
PB1487;C18I;7209
PB1488;C18I;7518
PB1489;C18I;7941
PB176;C18I;8425
PB142;C18R;83
PB101;C18R;441
PB102;C18R;834
PB103;C18R;1068
PB104;C18R;1245
PC66;C18R;4784
PC67;C18R;5117
PC68;C18R;5478
PC69;C18R;5720
PC70;C18R;6152
PC71;C18R;6543
PC72;C18R;6917
PC73;C18R;7293
PC906;C18R;7583
PC1011;C19I;175
PC1010;C19I;496
PC1009;C19I;716
PC1012;C19I;1160
PC803;C19I;1848
PC804;C19I;2157
PC805;C19I;2437
PC806;C19I;2853
PC779;C19I;3083
PC780;C19I;3565
PC781;C19I;3952
PC782;C19I;4194
PC1123;C19I;4962
PC616;C19I;5368
-;C19R;257
PC423;C19R;417
PC424;C19R;905
PC425;C19R;1406
PC426;C19R;1694
PC427;C19R;2138
PC428;C19R;2508
PC845;C19R;2796
PC846;C19R;3110
PC847;C19R;3394
PC848;C19R;3899
PC849;C19R;4115
PC1015;C19R;4888
PC1013;C19R;5325
PC1014;C19R;5539
PC876;C20I;504
PC58;C20I;945
PC59;C20I;1219
PC60;C20I;1537
PC321;C20I;2161
PC322;C20I;2435
PC964;C20I;2619
PC964;C20R;218
PC904;C20R;471
PC905;C20R;847
PC965;C20R;1335
PC72;C20R;1640
PC73;C20R;2016
PC906;C20R;2307
PC769;C21NI;58
PC770;C21NI;304
PC771;C21NI;552
PC772;C21NI;753
PC773;C21NI;1065
PC774;C21NI;1555
PC775;C21NI;2616
PC776;C21NI;2840
PC777;C21NI;3487
PC778;C21NI;4136
PC429;C21NI;4391
PC430;C21NI;4690
PC431;C21NI;4948
PC966;C21NI;5254
PC434;C21NI;5643
PC1096;C21NI;5835
PC967;C21NI;6232
PC968;C21NI;6500
PC607;C21NI;7099
PC608;C21NI;7790
-;C21NI;11306
PC609;C21NI;8264
PC610;C21NI;8440
PC611;C21NI;8693
PC612;C21NI;8926
PC613;C21NI;9159
PC614;C21NI;9558
PC615;C21NI;9909
PC1117;C21NI;10116
PC616;C21NI;10296
PC291;C21NI;10622
PC292;C21NI;10831
PC289;C21NR;462
PC351;C21NR;795
PC352;C21NR;1198
PC353;C21NR;1392
PC354;C21NR;1555
PC355;C21NR;2089
PC356;C21NR;2332
PC1041;C21NR;2683
PC357;C21NR;3063
PC358;C21NR;3342
PC359;C21NR;3777
PC360;C21NR;4106
PC361;C21NR;4392
PC362;C21NR;4685
PC969;C21NR;5011
PC970;C21NR;5314
PC619;C21NR;5658
PC971;C21NR;5971
PC972;C21NR;6286
PC954;C21NR;6644
PC955;C21NR;6844
PC956;C21NR;7083
PC786;C21NR;7348
PC787;C21NR;7697
PC1069;C21NR;8034
PC788;C21NR;8382
PC789;C21NR;8804
PC790;C21NR;9120
PC791;C21NR;9617
PC792;C21NR;9986
PC793;C21NR;10315
PC371;C21NR;10625
PC1090;C22I;541
PC58;C22I;945
PC59;C22I;1219
PC60;C22I;1536
PC61;C22I;1908
PC62;C22I;2311
PC1073;C22I;2718
PC64;C22I;2924
PC65;C22I;3270
PC739;C22I;4135
PC740;C22I;4917
PC741;C22I;5391
PC742;C22I;6113
PC744;C22I;6738
PC759;C22R;99
PC760;C22R;604
PC761;C22R;793
PC762;C22R;1305
PC763;C22R;2052
PC764;C22R;2423
PC1120;C22R;3247
PC1119;C22R;3476
PC1118;C22R;3743
PC66;C22R;5002
PC67;C22R;5334
PC68;C22R;5696
PC69;C22R;5938
PC70;C22R;6369
PC71;C22R;6761
PC72;C22R;7135
PC73;C22R;7510
PC906;C22R;7801
PC759;C22RPM;-1
PC760;C22RPM;-1
PC761;C22RPM;-1
PC762;C22RPM;-1
PC763;C22RPM;-1
PC764;C22RPM;-1
PC1120;C22RPM;-1
PC66;C22RPM;-1
PC67;C22RPM;-1
PC68;C22RPM;-1
PC69;C22RPM;-1
PC70;C22RPM;-1
PC71;C22RPM;-1
PC72;C22RPM;-1
PC73;C22RPM;-1
PC906;C22RPM;-1
PC721;C23I;103
PC722;C23I;261
PC1095;C23I;563
-;C23I;0
PC359;C23I;1318
PC360;C23I;1647
PC361;C23I;1933
PC362;C23I;2224
PC363;C23I;2537
PC588;C23I;2745
PC589;C23I;2974
PC590;C23I;3642
PC854;C23I;3812
PC966;C23I;4121
PC434;C23I;4510
PC1096;C23R;176
PC438;C23R;717
PC439;C23R;960
-;C23R;3777
PC606;C23R;1458
PC607;C23R;2053
PC1019;C23R;2447
PC608;C23R;2744
-;C23R;3777
-;C23R;3777
PC733;C23R;3494
PC734;C23R;3674
PD178;D01I;57
PD221;D01I;434
PD709;D01I;703
PD710;D01I;1101
PD711;D01I;1279
PD712;D01I;1594
PD713;D01I;1954
PD714;D01I;2220
PD715;D01I;2428
PD716;D01I;2728
PD717;D01I;3067
PD718;D01I;3266
PD1014;D01I;4072
PD1015;D01I;4341
PD1016;D01I;4572
PD417;D01I;4928
PD454;D01I;5368
PD1427;D01I;6134
PD1018;D01I;6367
PD1187;D01I;6646
PD1418;D01I;6876
PD1079;D01I;7049
PD254;D01I;7461
PD255;D01I;7795
PD1042;D01I;8267
PD1043;D01I;8446
PD1044;D01I;8665
PD1045;D01I;8890
PD1082;D01I;9119
PD1083;D01I;9518
PD1084;D01I;9847
PD985;D01I;11026
PD986;D01I;11375
PD921;D01I;11962
PD178;D01IPM;-1
PD221;D01IPM;-1
PD709;D01IPM;-1
PD710;D01IPM;-1
PD711;D01IPM;-1
PD712;D01IPM;-1
PD713;D01IPM;-1
PD714;D01IPM;-1
PD715;D01IPM;-1
PD716;D01IPM;-1
PD717;D01IPM;-1
PD718;D01IPM;-1
PD1014;D01IPM;-1
PD1015;D01IPM;-1
PD1016;D01IPM;-1
PD417;D01IPM;-1
PD454;D01IPM;-1
PD1427;D01IPM;-1
PD1018;D01IPM;-1
PD1187;D01IPM;-1
PD1418;D01IPM;-1
PD1079;D01IPM;-1
PD254;D01IPM;-1
PD255;D01IPM;-1
PD1042;D01IPM;-1
PD1043;D01IPM;-1
PD1044;D01IPM;-1
PD1045;D01IPM;-1
PD1046;D01IPM;-1
PD1405;D01IPM;-1
PD1404;D01IPM;-1
PD1403;D01IPM;-1
PD1423;D01IPM;-1
PD985;D01IPM;-1
PD986;D01IPM;-1
PD921;D01IPM;-1
PD922;D01R;379
PD923;D01R;717
PD924;D01R;1079
PD925;D01R;1342
PD1425;D01R;1750
PD1426;D01R;2239
PD1057;D01R;2571
PD1058;D01R;2997
PD1059;D01R;3210
PD1029;D01R;3452
PD1030;D01R;3611
PD1031;D01R;3958
PD271;D01R;4355
PD1382;D01R;4805
PD295;D01R;5058
PD1419;D01R;5271
PD1062;D01R;5467
PD1369;D01R;5661
PD441;D01R;5977
PD442;D01R;6275
PD443;D01R;6569
PD444;D01R;6809
PD445;D01R;7145
PD299;D01R;7464
PD300;D01R;7761
PD301;D01R;7884
PD302;D01R;8199
PD446;D01R;8417
PD447;D01R;8600
PD448;D01R;8881
PD449;D01R;9249
PD450;D01R;9693
PD329;D02I;349
PD330;D02I;721
PD348;D02I;995
PD349;D02I;1244
PD111;D02I;1634
PD429;D02I;1866
PD112;D02I;2049
PD350;D02I;2425
PD431;D02I;2660
PD351;D02I;2949
PD352;D02I;3247
PD1370;D02I;3482
PD353;D02I;3668
PD354;D02I;3987
PD355;D02I;4181
PD356;D02I;4439
PD432;D02I;4783
PD433;D02I;5076
PD434;D02I;5466
PD220;D02I;6046
PD178;D02I;6362
PD221;D02I;6739
PD709;D02I;7008
PD710;D02I;7406
PD711;D02I;7584
PD712;D02I;7899
PD713;D02I;8259
PD714;D02I;8525
PD715;D02I;8733
PD716;D02I;9033
PD717;D02I;9372
PD718;D02I;9571
PD719;D02I;9770
PD720;D02I;10069
PD721;D02I;10326
PD417;D02I;10647
PD454;D02I;11087
PD455;D02I;11416
PD422;D02I;11657
PD722;D02I;12020
PD723;D02I;12582
PD724;D02I;13166
PD725;D02I;13528
PD1384;D02I;13747
PD726;D02I;14180
PD727;D02I;14478
PD728;D02I;14885
PD729;D02I;15257
PD730;D02I;15562
PD731;D02I;15834
PD732;D02I;16152
PD1439;D02I;16385
PD347;D02IPM;-1
PD348;D02IPM;-1
PD349;D02IPM;-1
PD111;D02IPM;-1
PD429;D02IPM;-1
PD112;D02IPM;-1
PD350;D02IPM;-1
PD431;D02IPM;-1
PD351;D02IPM;-1
PD352;D02IPM;-1
PD1370;D02IPM;-1
PD353;D02IPM;-1
PD354;D02IPM;-1
PD355;D02IPM;-1
PD356;D02IPM;-1
PD432;D02IPM;-1
PD433;D02IPM;-1
PD434;D02IPM;-1
PD220;D02IPM;-1
PD178;D02IPM;-1
PD221;D02IPM;-1
PD709;D02IPM;-1
PD710;D02IPM;-1
PD711;D02IPM;-1
PD712;D02IPM;-1
PD713;D02IPM;-1
PD714;D02IPM;-1
PD715;D02IPM;-1
PD716;D02IPM;-1
PD717;D02IPM;-1
PD718;D02IPM;-1
PD1014;D02IPM;-1
PD1015;D02IPM;-1
PD1016;D02IPM;-1
PD417;D02IPM;-1
PD454;D02IPM;-1
PD455;D02IPM;-1
PD422;D02IPM;-1
PD722;D02IPM;-1
PD723;D02IPM;-1
PD724;D02IPM;-1
PD725;D02IPM;-1
PD1384;D02IPM;-1
PD726;D02IPM;-1
PD727;D02IPM;-1
PD728;D02IPM;-1
PD729;D02IPM;-1
PD730;D02IPM;-1
PD731;D02IPM;-1
PD732;D02IPM;-1
PD1439;D02IPM;-1
PD1429;D02R;170
PD1394;D02R;321
PD733;D02R;646
PD734;D02R;719
PD735;D02R;1294
PD736;D02R;1629
PD737;D02R;1966
PD738;D02R;2359
PD1433;D02R;2717
PD1385;D02R;2972
PD1383;D02R;3318
PD742;D02R;4031
PD743;D02R;4466
PD744;D02R;4730
PD745;D02R;4838
PD443;D02R;5254
PD444;D02R;5493
PD445;D02R;5829
PD299;D02R;6149
PD746;D02R;6424
PD747;D02R;6714
PD748;D02R;6917
PD749;D02R;7098
PD1431;D02R;7335
PD751;D02R;7597
PD752;D02R;7869
PD753;D02R;8146
PD754;D02R;8514
PD755;D02R;8767
PD756;D02R;8950
PD757;D02R;9263
PD758;D02R;9794
PD759;D02R;9930
PD228;D02R;10181
PD229;D02R;10459
PD187;D02R;10766
PD230;D02R;11189
PD231;D02R;11424
PD760;D02R;11916
PD761;D02R;12157
PD762;D02R;12486
PD345;D02R;12865
PD763;D02R;13078
PD764;D02R;13395
PD765;D02R;13738
PD766;D02R;14110
PD767;D02R;14615
PD768;D02R;14834
PD769;D02R;15025
PD770;D02R;15204
PD771;D02R;15420
PD772;D02R;15626
PD773;D02R;16026
PD774;D02R;16268
PD775;D02R;16612
PD776;D02R;16883
PD777;D02R;17103
PD1429;D02RPT;-1
PD1394;D02RPT;-1
PD733;D02RPT;-1
PD734;D02RPT;-1
PD735;D02RPT;-1
PD736;D02RPT;-1
PD737;D02RPT;-1
PD738;D02RPT;-1
PD1433;D02RPT;-1
PD1385;D02RPT;-1
PD1383;D02RPT;-1
PD742;D02RPT;-1
PD743;D02RPT;-1
PD744;D02RPT;-1
PD745;D02RPT;-1
PD443;D02RPT;-1
PD444;D02RPT;-1
PD445;D02RPT;-1
PD780;D02RPT;-1
PD781;D02RPT;-1
PD782;D02RPT;-1
PD1411;D02RPT;-1
PD1410;D02RPT;-1
PD1431;D02RPT;-1
PD751;D02RPT;-1
PD752;D02RPT;-1
PD753;D02RPT;-1
PD754;D02RPT;-1
PD755;D02RPT;-1
PD756;D02RPT;-1
PD757;D02RPT;-1
PD758;D02RPT;-1
PD759;D02RPT;-1
PD228;D02RPT;-1
PD229;D02RPT;-1
PD187;D02RPT;-1
PD230;D02RPT;-1
PD231;D02RPT;-1
PD760;D02RPT;-1
PD761;D02RPT;-1
PD762;D02RPT;-1
PD345;D02RPT;-1
PD763;D02RPT;-1
PD764;D02RPT;-1
PD765;D02RPT;-1
PD766;D02RPT;-1
PD767;D02RPT;-1
PD768;D02RPT;-1
PD769;D02RPT;-1
